IlmnID	final_gene_name_hg19	final_gene_name_hg38
cg26457179	MAGT1	MAGT1
cg26482893	KCNE1L	ACSL4
cg26482893	KCNE1L	KCNE5
cg26505478	CUL4B	CUL4B
cg26540943	TMLHE	TMLHE
cg26584339	XK	RP5-972B16.2
cg26584339	XK	XK
cg26620546	ZCCHC12	ZCCHC12
cg26628435	BEX1	BEX1
cg26674826	MMGT1	MMGT1
cg26744454	PGK1	PGK1
cg26746069	WDR44	WDR44
cg26777746	CXorf57	CXorf57
cg26802102	IL13RA1	IL13RA1
cg26811602	SLC9A7	SLC9A7
cg26817974	RAP2C	RAP2C
cg26817974	RAP2C	RAP2C-AS1
cg26896756	APOO	APOO
cg26896756	APOO	CXorf58
cg26927606	APEX2	APEX2
cg26937310	TCEAL5	TCEAL5
cg26937423	TCEAL2	TCEAL2
cg26950400	PRICKLE3	PRICKLE3
cg27047283	MAP7D3	MAP7D3
cg27054331	DUSP9	DUSP9
cg27059259	ARAF	ARAF
cg27076487	LDOC1	LDOC1
cg27083627	FAM123B	AMER1
cg27124847	RBM3	RBM3
cg27124847	RBM3	RP11-1148L6.9
cg27151711	TIMP1	SYN1
cg27151711	TIMP1	TIMP1
cg27264374	ARAF	ARAF
cg27296089	ANKRD58	SOWAHD
cg27296664	SLITRK4	SLITRK4
cg27309655	DCAF12L2	DCAF12L2
cg27327591	CXorf40B	CXorf40B
cg27327591	CXorf40B	LINC00894
cg27488875	BGN	BGN
cg27488875	BGN	HAUS7
cg27501007	IL13RA1	IL13RA1
cg27558057	INGX	INGX
cg27558057	INGX	TAF1
cg27586390	CXorf57	CXorf57
cg27592925	RAP2C	RAP2C
cg27592925	RAP2C	RAP2C-AS1
cg27595778	MBNL3	MBNL3
cg27606669	NRK	NRK
cg27609342	KIAA2022	KIAA2022
cg27609596	PTCHD1	PTCHD1
cg27623334	CXorf61	CT83
cg27665489	NUDT10	NUDT10
cg00002719	C1orf114	CCDC181
cg00099427	CCDC19	CFAP45
cg00099427	CCDC19	MIR4259
cg00100121	C1orf114	CCDC181
cg00152008	DMRTA2	DMRTA2
cg00290506	CNIH3	CNIH3
cg00290506	CNIH3	RP11-100E13.1
cg00476580	ANP32E	ANP32E
cg00565688	TP73	TP73
cg00565688	TP73	WRAP73
cg00583535	IGFN1	IGFN1
cg00664416	MANEAL	MANEAL
cg00712898	PRPF38B	PRPF38B
cg00719685	BPNT1	BPNT1
cg00764612	C1orf51	CIART
cg00812833	PLD5	PLD5
cg00941229	OTUD7B	OTUD7B
cg00948275	HIST3H2BB	HIST3H2A
cg00948275	HIST3H2BB	HIST3H2BB
cg00962755	PHLDA3	PHLDA3
cg00987080	ZBTB8B	RP1-27O5.3
cg00987080	ZBTB8B	ZBTB8B
cg01554529	FBXO6	FBXO6
cg01860753	RASSF5	RASSF5
cg01990334	FOXJ3	FOXJ3
cg01990334	FOXJ3	RP11-223A3.1
cg02008416	TMEM61	TMEM61
cg02291556	PDZK1IP1	PDZK1IP1
cg02623400	ELAVL4	ELAVL4
cg02849695	CCDC19	CFAP45
cg02849695	CCDC19	MIR4259
cg02850329	RCAN3	RCAN3
cg03085637	GNRHR2	GNRHR2
cg03085637	GNRHR2	PEX11B
cg03115649	TOR1AIP1	RP11-533E19.7
cg03115649	TOR1AIP1	TOR1AIP1
cg03585778	MFSD4	MFSD4
cg03611151	CNR2	CNR2
cg03611151	CNR2	RP11-4M23.2
cg03716942	GNB1	GNB1
cg03716942	GNB1	RP1-140A9.1
cg03716999	RNF207	RNF207
cg03716999	RNF207	RP1-120G22.11
cg03716999	RNF207	RPL22
cg03748376	OR2L13	CLK3P2
cg03748376	OR2L13	OR2L13
cg03861428	SDHB	SDHB
cg04021697	WDR8	WRAP73
cg04023150	RNF220	RNF220
cg04185893	PTBP2	PTBP2
cg04221877	RUNX3	RUNX3
cg04299080	YRDC	C1orf122
cg04299080	YRDC	YRDC
cg04360793	ELTD1	ELTD1
cg04453065	CYR61	CYR61
cg04482794	ITPKB	ITPKB
cg04550737	TBX15	TBX15
cg04707332	TBX15	TBX15
cg04837025	NID1	NID1
cg05301102	STX6	STX6
cg05347845	ACTA1	ACTA1
cg05387519	AGBL4	AGBL4
cg05396397	NPPA	NPPA
cg05436231	CD164L2	CD164L2
cg05637536	SHE	SHE
cg05637536	SHE	TDRD10
cg05697849	ELAVL4	ELAVL4
cg05759718	AGBL4	AGBL4
cg05940231	TBX15	TBX15
cg06038049	GLTPD1	CPSF3L
cg06038049	GLTPD1	CPTP
cg06240849	KIAA0494	EFCAB14
cg06251129	SSR2	SSR2
cg06324094	JTB	JTB
cg06324094	JTB	RP11-422P24.11
cg06377278	RUNX3	RUNX3
cg06382459	SKI	SKI
cg06619077	PDZK1IP1	PDZK1IP1
cg06644124	ZNF281	ZNF281
cg06750832	KCNA3	KCNA3
cg06902698	SCNM1	LYSMD1
cg06902698	SCNM1	SCNM1
cg07029873	ESRRG	ESRRG
cg07157830	NID1	NID1
cg07162320	C1orf104	RUSC1
cg07162320	C1orf104	RUSC1-AS1
cg07248310	HOOK1	HOOK1
cg07448856	ZNF670	ZNF670
cg07453618	TPRG1L	RP11-46F15.2
cg07453618	TPRG1L	TPRG1L
cg07483064	ENO1	ENO1
cg07483064	ENO1	ENO1-AS1
cg07483064	ENO1	ENO1-IT1
cg07808555	KCNA3	KCNA3
cg07920855	IVNS1ABP	GS1-279B7.2
cg07920855	IVNS1ABP	IVNS1ABP
cg07996594	RUNX3	RUNX3
cg08104202	C1orf114	CCDC181
cg08185241	G0S2	G0S2
cg08185241	G0S2	RP1-28O10.1
cg08638320	FOXD2	FOXD2
cg08638320	FOXD2	FOXD2-AS1
cg08643928	RALGPS2	RALGPS2
cg08643928	RALGPS2	RP11-428K3.1
cg08709672	AVPR1B	AVPR1B
cg08709672	AVPR1B	RP11-38J22.3
cg08845123	KANK4	KANK4
cg09008705	NGF	NGF
cg09008705	NGF	RP4-663N10.1
cg09026722	PEAR1	PEAR1
cg09143576	ZBTB48	ZBTB48
cg09159285	KLHL21	KLHL21
cg09255666	ZNF281	ZNF281
cg09370867	FGR	FGR
cg09383789	C1orf159	C1orf159
cg09476130	CCDC19	CFAP45
cg09476130	CCDC19	MIR4259
cg09993145	RUNX3	RUNX3
cg10013501	RUNX3	RUNX3
cg10058766	TNFRSF8	TNFRSF8
cg10224098	RNF220	RNF220
cg10316635	INADL	INADL
cg10316635	INADL	RP11-430G17.3
cg10409799	ADAR	ADAR
cg10440578	SYCP1	SYCP1
cg10573018	RSPO1	RSPO1
cg10634619	KIAA0495	TP73-AS1
cg10703826	TBX15	TBX15
cg10773309	BAI2	BAI2
cg10776919	DMRTA2	DMRTA2
cg10796749	RBP7	RBP7
cg10892866	PYGO2	PYGO2
cg10892866	PYGO2	RP11-307C12.12
cg10961604	CD164L2	CD164L2
cg11246695	PIAS3	PIAS3
cg11278262	KRTCAP2	KRTCAP2
cg11278262	KRTCAP2	RP11-201K10.3
cg11278262	KRTCAP2	TRIM46
cg11343894	S100A1	RP1-178F15.5
cg11343894	S100A1	S100A1
cg11343894	S100A1	S100A13
cg11382055	KCNK1	KCNK1
cg11594415	BAT2L2	PRRC2C
cg11595545	KCNA3	KCNA3
cg11666924	STXBP3	STXBP3
cg11672054	HIST3H2BB	HIST3H2A
cg11672054	HIST3H2BB	HIST3H2BB
cg11823511	BARHL2	BARHL2
cg11904887	MUL1	MUL1
cg11955474	CD164L2	CD164L2
cg11980800	PIK3CD	PIK3CD
cg11980800	PIK3CD	PIK3CD-AS2
cg12036877	BGLAP	BGLAP
cg12036877	BGLAP	PMF1-BGLAP
cg12417362	NAV1	NAV1
cg12459932	RUNX3	RUNX3
cg12468255	NAV1	NAV1
cg12733396	COL9A2	COL9A2
cg12754571	LOC148824	GCSAML
cg12754571	LOC148824	OR2C3
cg13064658	LPGAT1	LPGAT1
cg13064658	LPGAT1	RP11-552D8.1
cg13071729	NAV1	NAV1
cg13184736	GNG12	GNG12
cg13184736	GNG12	GNG12-AS1
cg13249256	MAEL	MAEL
cg13306164	HPCA	HPCA
cg13449778	FAM163A	FAM163A
cg13514129	MACF1	MACF1
cg13806070	BMP8A	BMP8A
cg13841804	ANP32E	ANP32E
cg13849378	RGS7	RGS7
cg13898430	RUNX3	RUNX3
cg13931925	NPHS2	NPHS2
cg13931925	NPHS2	RNU5F-2P
cg14181576	FGR	FGR
cg14455487	FOXJ3	FOXJ3
cg14510299	AHDC1	AHDC1
cg14513226	LPGAT1	LPGAT1
cg14513226	LPGAT1	RP11-552D8.1
cg14550007	SCMH1	RP11-399E6.1
cg14550007	SCMH1	SCMH1
cg14565725	TBX15	TBX15
cg14659662	GLIS1	GLIS1
cg14743462	HIST3H2A	HIST3H2A
cg14743462	HIST3H2A	HIST3H2BB
cg14838433	TMEM61	TMEM61
cg14841875	ATP1A1	ATP1A1
cg15014975	RUNX3	RUNX3
cg15084543	ELTD1	ELTD1
cg15103675	UAP1	RP11-359K18.3
cg15103675	UAP1	UAP1
cg15311933	AKR7A2	AKR7A2
cg15311933	AKR7A2	PQLC2
cg15386773	C1orf173	ERICH3
cg15482690	TARDBP	TARDBP
cg15665653	WDTC1	RP11-40H20.4
cg15665653	WDTC1	WDTC1
cg15728256	BMP8B	BMP8B
cg15728256	BMP8B	RP1-118J21.25
cg16020346	C1orf187	DRAXIN
cg16028201	KANK4	KANK4
cg16029875	PLEKHA6	PLEKHA6
cg16382382	TGFBR3	TGFBR3
cg16419354	FAM163A	FAM163A
cg16534233	RIMKLA	RIMKLA
cg16562251	TADA1	TADA1
cg16601494	C1orf70	TMEM240
cg16823083	WDR8	WRAP73
cg16909962	RAB4A	RAB4A
cg16909962	RAB4A	RP5-1061H20.3
cg16909962	RAB4A	RP5-1061H20.4
cg17142950	SAMD13	SAMD13
cg17220933	RASSF5	RASSF5
cg17257175	MIR92B	MIR92B
cg17257175	MIR92B	MUC1
cg17284804	TCTEX1D1	TCTEX1D1
cg17479280	MEF2D	MEF2D
cg17496659	TP73	TP73
cg17496659	TP73	WRAP73
cg17518550	C1orf150	GCSAML
cg17771854	IPO13	IPO13
cg17771854	IPO13	RP11-7O11.3
cg17800654	DMRTA2	DMRTA2
cg17829314	YRDC	C1orf122
cg17829314	YRDC	YRDC
cg17986992	C1orf204	C1orf204
cg17986992	C1orf204	VSIG8
cg18081940	SHE	SHE
cg18081940	SHE	TDRD10
cg18284427	PIK3CD	PIK3CD
cg18322569	BARHL2	BARHL2
cg18335243	PTGS2	PACERR
cg18335243	PTGS2	PTGS2
cg18375860	RYR2	RYR2
cg18564989	MIXL1	MIXL1
cg18580491	EIF2C4	AGO4
cg18770350	ACTN2	ACTN2
cg18789663	PLD5	PLD5
cg19081101	CHI3L1	CHI3L1
cg19098763	ELAVL4	ELAVL4
cg19206040	GRIK3	GRIK3
cg19234509	BCAS2	BCAS2
cg19282714	PADI2	PADI2
cg19622360	MTR	MTR
cg19727439	GRIK3	GRIK3
cg19768329	ZNF697	ZNF697
cg19783114	TP73	TP73
cg19783114	TP73	WRAP73
cg19901801	SYT6	SYT6
cg20271029	FAAH	FAAH
cg20286956	MACF1	MACF1
cg20318608	FAM163A	FAM163A
cg20335425	S100A8	S100A8
cg20345840	SLC2A1	SLC2A1
cg20345840	SLC2A1	SLC2A1-AS1
cg20478514	SCCPDH	SCCPDH
cg20767356	HORMAD1	HORMAD1
cg20771670	PHLDA3	PHLDA3
cg21113740	ELTD1	ELTD1
cg21184174	NGF	NGF
cg21184174	NGF	RP4-663N10.1
cg21290042	CNIH3	CNIH3
cg21290042	CNIH3	RP11-100E13.1
cg21290290	C1orf93	FAM213B
cg21319745	UTP11L	UTP11L
cg21363943	SF3B4	SF3B4
cg21392341	TBX15	TBX15
cg21400344	LDLRAP1	LDLRAP1
cg21576698	UQCRH	LRRC41
cg21576698	UQCRH	UQCRH
cg21577836	TNR	TNR
cg21578219	IGSF21	IGSF21
cg21578219	IGSF21	RP11-174G17.3
cg21834207	AGBL4	AGBL4
cg22063989	RSPO1	RSPO1
cg22153728	RUNX3	RUNX3
cg22190291	NBPF3	NBPF3
cg22354782	NGF	NGF
cg22354782	NGF	RP4-663N10.1
cg22367705	SLC9A1	SLC9A1
cg22429776	CAPZA1	CAPZA1
cg22429776	CAPZA1	ST7L
cg22429822	RAB3B	RAB3B
cg22438763	FOXD2	FOXD2
cg22438763	FOXD2	FOXD2-AS1
cg22594309	SYT2	SYT2
cg22694818	LHX8	LHX8
cg22694818	LHX8	RP11-510C10.2
cg22694818	LHX8	RP11-510C10.3
cg22780428	DRAM2	CEPT1
cg22780428	DRAM2	DRAM2
cg23002761	FBLIM1	FBLIM1
cg23274123	C1orf96	CCSAP
cg23349790	IGSF21	IGSF21
cg23349790	IGSF21	RP11-174G17.3
cg23371746	TBX15	TBX15
cg23666378	KIAA0495	TP73-AS1
cg23752923	MCOLN3	MCOLN3
cg23752923	MCOLN3	WDR63
cg23847109	COL9A2	COL9A2
cg23881601	ISG20L2	ISG20L2
cg23881601	ISG20L2	RRNAD1
cg24035898	C1orf204	C1orf204
cg24035898	C1orf204	VSIG8
cg24305835	SDHB	SDHB
cg24358529	PPIE	PPIE
cg24404823	ZNF496	ZNF496
cg24442740	AHDC1	AHDC1
cg24475782	TBX15	TBX15
cg24509398	EYA3	AL137792.1
cg24509398	EYA3	EYA3
cg24808280	C1orf114	CCDC181
cg24843474	RGS7	RGS7
cg24843609	BGLAP	BGLAP
cg24843609	BGLAP	PMF1-BGLAP
cg24859236	PIK3CD	PIK3CD
cg24884142	TBX15	TBX15
cg24932457	TNR	TNR
cg25017777	H6PD	H6PD
cg25026529	BARHL2	BARHL2
cg25064552	SLC39A1	CREB3L4
cg25064552	SLC39A1	RP11-422P24.10
cg25064552	SLC39A1	SLC39A1
cg25137968	HIST2H2BA	HIST2H2BA
cg25167447	NAV1	NAV1
cg25201881	SYT6	SYT6
cg25203031	SGIP1	SGIP1
cg25210835	GSTM5	GSTM5
cg25339566	TCTEX1D1	TCTEX1D1
cg25340966	TBX15	TBX15
cg25466974	SLC30A1	SLC30A1
cg25568243	DEM1	EXO5
cg25568243	DEM1	RP11-656D10.3
cg25754958	PTPN7	PTPN7
cg25848557	VAV3	VAV3
cg25848557	VAV3	VAV3-AS1
cg25849281	ENO1	ENO1
cg25849281	ENO1	ENO1-IT1
cg25885108	TP73	TP73
cg25885108	TP73	WRAP73
cg25947945	LAD1	LAD1
cg26036626	FBLIM1	FBLIM1
cg26331172	SEMA6C	SEMA6C
cg26363759	SPSB1	SPSB1
cg26404511	CNR2	CNR2
cg26404511	CNR2	RP11-4M23.2
cg26411822	STX12	RP3-426I6.5
cg26411822	STX12	STX12
cg26422458	ELTD1	ELTD1
cg26558485	CYP4X1	CYP4X1
cg26560222	DMRTA2	DMRTA2
cg26833120	COL16A1	COL16A1
cg27012203	MTHFR	CLCN6
cg27012203	MTHFR	MTHFR
cg27177841	VASH2	VASH2
cg27424995	AHDC1	AHDC1
cg27504802	TRIM67	TRIM67
cg27528222	C1orf86	C1orf86
cg27539986	KLHL21	KLHL21
cg27549720	HTR6	HTR6
cg00063174	WDR69	DAW1
cg00063174	WDR69	TDGF1P2
cg00144180	HDAC4	HDAC4
cg00261781	MATN3	MATN3
cg00567479	FARP2	FARP2
cg00593536	NXPH2	NXPH2
cg00616369	NCL	NCL
cg00690148	C1QL2	C1QL2
cg00804628	NXPH2	NXPH2
cg00954003	TMSB10	TMSB10
cg00954003	TMSB10	TRABD2A
cg01228134	ECEL1	ECEL1
cg01288372	PTH2R	PTH2R
cg01382864	PTPRN	PTPRN
cg01405040	HOXD12	HOXD12
cg01615704	MALL	MALL
cg01749491	EVX2	EVX2
cg01878345	POU3F3	POU3F3
cg01878345	POU3F3	RP11-13J10.1
cg02611848	C2orf65	M1AP
cg02694427	HOXD12	HOXD12
cg02717339	ANKRD39	ANKRD23
cg02717339	ANKRD39	ANKRD39
cg02812891	ECEL1P2	ECEL1P2
cg02861056	PLEK	AC015969.3
cg02861056	PLEK	PLEK
cg03054162	PCYOX1	PCYOX1
cg03107405	TSSC1	TSSC1
cg03339817	SFT2D3	SFT2D3
cg03696599	CNTNAP5	AC079154.1
cg03696599	CNTNAP5	CNTNAP5
cg03753331	DPP10	DPP10
cg03856450	SFXN5	SFXN5
cg03970036	PTPRN	PTPRN
cg04037038	FRZB	FRZB
cg04075191	DPP10	DPP10
cg04168670	CNTNAP5	AC079154.1
cg04168670	CNTNAP5	CNTNAP5
cg04324308	COL4A4	COL4A3
cg04324308	COL4A4	COL4A4
cg04496615	PPP3R1	HZGJ
cg04496615	PPP3R1	PPP3R1
cg04496615	PPP3R1	RP11-474G23.3
cg04532229	SLC9A2	SLC9A2
cg04589975	C2orf42	C2orf42
cg04739647	HOXD9	HOXD-AS2
cg04739647	HOXD9	HOXD9
cg05113927	UCN	UCN
cg05167251	HOXD9	HOXD-AS2
cg05167251	HOXD9	HOXD9
cg05308656	ARL4C	ARL4C
cg05349062	TLX2	TLX2
cg05500840	HOXD11	HOXD10
cg05500840	HOXD11	HOXD11
cg05650565	UBXN4	UBXN4
cg05844583	SLC19A3	SLC19A3
cg05864326	HOXD3	AC009336.19
cg05864326	HOXD3	HOXD3
cg05864326	HOXD3	RP11-387A1.5
cg06008912	TMEFF2	TMEFF2
cg06191203	RIF1	RIF1
cg06333058	CLIP4	CLIP4
cg06536868	UCN	UCN
cg06552037	INHA	INHA
cg06552037	INHA	OBSL1
cg06745030	B3GNT7	B3GNT7
cg06869899	RBKS	BRE
cg06869899	RBKS	MRPL33
cg06869899	RBKS	RBKS
cg06905692	ALK	ALK
cg06952671	ITGA4	ITGA4
cg07176264	SCTR	SCTR
cg07212778	C1QL2	C1QL2
cg07310661	CUL3	CUL3
cg07532089	FIGLA	FIGLA
cg07628841	CCDC121	CCDC121
cg07628841	CCDC121	GPN1
cg07628841	CCDC121	RP11-158I13.2
cg07652213	MSH6	MSH6
cg07751331	KIF3C	KIF3C
cg08074851	KCNK12	KCNK12
cg08305742	KRCC1	KRCC1
cg08526991	SOX11	AC108025.2
cg08526991	SOX11	LINC01248
cg08526991	SOX11	SOX11
cg08646988	GFPT1	GFPT1
cg08808128	CLIP4	CLIP4
cg08957652	IHH	IHH
cg09266433	OSBPL6	OSBPL6
cg09424526	CCDC140	CCDC140
cg09424526	CCDC140	PAX3
cg09426834	SNTG2	AC116614.1
cg09426834	SNTG2	SNTG2
cg09453076	ARL4C	ARL4C
cg09809242	MKI67IP	NIFK
cg09809242	MKI67IP	TSN
cg10140638	PTPRN	PTPRN
cg10165847	NPAS2	NPAS2
cg10762132	SLC20A1	AC079922.3
cg10762132	SLC20A1	SLC20A1
cg11176990	LOC375196	ARHGEF33
cg11176990	LOC375196	RP11-173C1.1
cg11227278	KLHL29	KLHL29
cg11344566	CNTNAP5	AC079154.1
cg11344566	CNTNAP5	CNTNAP5
cg11354105	DNMT3A	DNMT3A
cg11359133	EVX2	EVX2
cg11620807	IRS1	IRS1
cg11620807	IRS1	RP11-395N3.2
cg11692477	SLC40A1	SLC40A1
cg11985480	LOC151534	LBX2
cg11985480	LOC151534	LBX2-AS1
cg11985480	LOC151534	RP11-523H20.3
cg12079322	GALNT13	GALNT13
cg12206199	LOC375196	ARHGEF33
cg12206199	LOC375196	RP11-173C1.1
cg12213062	SPEG	SPEG
cg12606911	CD8A	CD8A
cg12848065	LOC200726	AC010731.4
cg12885244	KRCC1	KRCC1
cg13060970	PLEK	AC015969.3
cg13060970	PLEK	PLEK
cg13138089	ECEL1P2	ECEL1P2
cg13286582	CDC42EP3	CDC42EP3
cg13332925	LOC100130691	AC074286.1
cg13332925	LOC100130691	AGPS
cg13332925	LOC100130691	NFE2L2
cg13358636	CNTNAP5	AC079154.1
cg13358636	CNTNAP5	CNTNAP5
cg13530938	LOC643387	AC016757.3
cg13530938	LOC643387	AC096574.4
cg13539030	ARL4C	ARL4C
cg13788515	ZDBF2	ZDBF2
cg14002682	DNAJC27	DNAJC27
cg14002682	DNAJC27	DNAJC27-AS1
cg14102128	ANKRD57	SEPT10
cg14102128	ANKRD57	SOWAHC
cg14118515	EVX2	EVX2
cg14172532	STK25	STK25
cg14265823	CCDC140	CCDC140
cg14265823	CCDC140	PAX3
cg14383135	NPAS2	NPAS2
cg14473102	HOXD8	HOXD-AS2
cg14473102	HOXD8	HOXD8
cg14849559	TMBIM1	PNKD
cg14849559	TMBIM1	TMBIM1
cg14875171	NRXN1	NRXN1
cg14900246	MERTK	MERTK
cg14923640	NXPH2	NXPH2
cg14997226	LONRF2	LONRF2
cg15072976	GAL3ST2	GAL3ST2
cg15100426	PNKD	PNKD
cg15243024	NRBP1	NRBP1
cg16166796	PTPRN	PTPRN
cg16232126	SLC5A7	SLC5A7
cg16246410	NR4A2	NR4A2
cg16439198	CYP1B1	CYP1B1
cg17019053	C2orf65	M1AP
cg17161250	C2orf40	C2orf40
cg17178336	IHH	IHH
cg17186168	NTSR2	NTSR2
cg17277199	C2orf84	AC008073.7
cg17277199	C2orf84	FAM228A
cg17277199	C2orf84	RP11-507M3.1
cg17300051	KCNJ3	AC061961.2
cg17300051	KCNJ3	KCNJ3
cg17322655	PDCD1	PDCD1
cg17731079	CDC42EP3	CDC42EP3
cg17918501	FNDC4	FNDC4
cg18077971	CCDC140	CCDC140
cg18077971	CCDC140	PAX3
cg18115040	HOXD10	HOXD10
cg18182399	DES	DES
cg18277754	ALK	ALK
cg18485154	TTLL4	TTLL4
cg18529845	SRD5A2	SRD5A2
cg19001226	HOXD1	HAGLR
cg19001226	HOXD1	HOXD1
cg19001226	HOXD1	MIR7704
cg19047707	ECEL1	ECEL1
cg19280014	MTX2	MTX2
cg19355685	ZFAND2B	ZFAND2B
cg19399165	EMILIN1	EMILIN1
cg19461344	SLC30A3	SLC30A3
cg19513834	POU3F3	POU3F3
cg19592277	GPR75	GPR75
cg19592277	GPR75	GPR75-ASB3
cg19638349	RDH14	NT5C1B-RDH14
cg19638349	RDH14	RDH14
cg19654061	ALPP	ALPP
cg19714279	GBX2	GBX2
cg19761848	GBX2	GBX2
cg19886179	PSMD14	AC009299.2
cg19886179	PSMD14	PSMD14
cg20065463	DES	DES
cg20365074	GULP1	GULP1
cg20369763	FNDC4	FNDC4
cg20505223	SCTR	SCTR
cg20557037	COBLL1	AC019181.2
cg20557037	COBLL1	COBLL1
cg20647610	WDR69	DAW1
cg20647610	WDR69	TDGF1P2
cg20698421	SLC1A4	SLC1A4
cg20804050	EN1	EN1
cg20805133	PDCD1	PDCD1
cg20945085	C2orf65	C2orf65
cg20972416	NHEJ1	NHEJ1
cg20972416	NHEJ1	RP11-33O4.2
cg21117668	BOK	BOK
cg21117668	BOK	BOK-AS1
cg21182454	MERTK	MERTK
cg21187770	KIF3C	KIF3C
cg21426003	GBX2	GBX2
cg21553524	TMEM178	TMEM178A
cg21678377	DPP10	DPP10
cg21858380	C1QL2	C1QL2
cg22052672	RTKN	RTKN
cg22129545	UCN	UCN
cg22158769	LOC375196	ARHGEF33
cg22158769	LOC375196	RP11-173C1.1
cg22352273	SCLY	SCLY
cg22352273	SCLY	UBE2F-SCLY
cg22399133	CRYGD	CRYGD
cg22647546	FAM59B	GAREML
cg22712983	PNKD	PNKD
cg23248865	SEMA4C	SEMA4C
cg23255835	CLIP4	CLIP4
cg23302570	NXPH2	NXPH2
cg23363202	ANKRD20B	ANKRD20A8P
cg23428985	CLIP4	CLIP4
cg23497383	LOC643387	AC016757.3
cg23497383	LOC643387	AC096574.4
cg23546474	CCDC140	CCDC140
cg23546474	CCDC140	PAX3
cg23689428	LOC84931	LINC01101
cg23851558	LOC400940	LINC01105
cg23905308	PER2	PER2
cg23977631	LONRF2	LONRF2
cg24201793	MBOAT2	MBOAT2
cg24436906	BOK	BOK
cg24436906	BOK	BOK-AS1
cg24563094	FAM59B	GAREML
cg25560398	ECEL1P2	ECEL1P2
cg25652029	ITGA4	ITGA4
cg25721451	MEIS1	MEIS1
cg25737323	CLIP4	CLIP4
cg25903497	TMBIM1	PNKD
cg25903497	TMBIM1	TMBIM1
cg26001902	SLC5A7	SLC5A7
cg26146617	B3GNT7	B3GNT7
cg26250093	C2orf84	AC008073.7
cg26250093	C2orf84	FAM228A
cg26250093	C2orf84	RP11-507M3.1
cg26383138	MYT1L	MYT1L
cg26900034	KRCC1	KRCC1
cg26983710	GALNT13	GALNT13
cg27051683	PDCD1	PDCD1
cg27506082	ZDBF2	ZDBF2
cg00065935	STXBP5L	STXBP5L
cg00112465	CCDC48	EFCC1
cg00112465	CCDC48	KIAA1257
cg00329270	KY	EPHB1
cg00329270	KY	KY
cg00522034	CBLB	CBLB
cg01026256	MIR1224	EIF2B5
cg01026256	MIR1224	MIR1224
cg01026256	MIR1224	VWA5B2
cg01216369	SPATA16	SPATA16
cg01227537	ZIC1	ZIC1
cg01381934	STAB1	STAB1
cg01519765	ETV5	DGKG
cg01519765	ETV5	ETV5
cg01566526	ALDH1L1	ALDH1L1
cg01815150	SENP2	SENP2
cg01815671	CCDC37	CCDC37
cg01815671	CCDC37	CCDC37-AS1
cg01966117	STAB1	STAB1
cg02055132	EPHA6	EPHA6
cg02164046	SST	SST
cg02519751	ZIC1	ZIC1
cg02724127	PLXND1	PLXND1
cg02741521	CPNE9	CPNE9
cg03340649	ZNF660	RP11-944L7.4
cg03340649	ZNF660	RP11-944L7.5
cg03340649	ZNF660	ZNF197
cg03340649	ZNF660	ZNF660
cg03732535	LAMB2	LAMB2
cg04061117	LHFPL4	LHFPL4
cg04428853	TMEM110	TMEM110
cg04428853	TMEM110	TMEM110-MUSTN1
cg04468081	B3GNT5	B3GNT5
cg04468081	B3GNT5	MCF2L2
cg04614380	SEMA3F	SEMA3F
cg04614380	SEMA3F	SEMA3F-AS1
cg04738965	ZIC1	ZIC1
cg04759439	ERC2	ERC2
cg04894619	PEX5L	PEX5L
cg05369142	ALS2CL	ALS2CL
cg05421946	ABHD6	ABHD6
cg05674437	PIGZ	PIGZ
cg05699592	PRKAR2A	PRKAR2A
cg05699592	PRKAR2A	PRKAR2A-AS1
cg05788437	KIAA0226	FYTTD1
cg05788437	KIAA0226	KIAA0226
cg05911610	MRPL3	MRPL3
cg05937737	SLC7A14	CLDN11
cg05937737	SLC7A14	SLC7A14
cg06490988	GATA2	GATA2
cg06490988	GATA2	GATA2-AS1
cg06804344	GP9	GP9
cg07034362	ALDH1L1	ALDH1L1
cg07034362	ALDH1L1	ALDH1L1-AS2
cg07248043	OSBPL11	OSBPL11
cg07356753	GBE1	GBE1
cg07553761	TRIM59	RP11-432B6.3
cg07553761	TRIM59	TRIM59
cg07806886	STXBP5L	STXBP5L
cg08002883	FGF12	FGF12
cg08450017	CXCR6	CXCR6
cg08450017	CXCR6	FYCO1
cg08772752	COL7A1	COL7A1
cg08774368	CHST2	CHST2
cg08877188	OSTalpha	PCYT1A
cg08877188	OSTalpha	SLC51A
cg09022422	SLC6A11	SLC6A11
cg09307279	SPCS1	GLT8D1
cg09307279	SPCS1	SPCS1
cg09615786	DCBLD2	CTD-2021J15.1
cg09615786	DCBLD2	DCBLD2
cg09686443	CCDC37	CCDC37
cg09686443	CCDC37	CCDC37-AS1
cg09866743	ARPP-21	ARPP21
cg09997760	GNB4	GNB4
cg10527010	SLC6A11	SLC6A11
cg10603275	CHL1	CHL1
cg10603275	CHL1	CHL1-AS2
cg10920302	LARS2	LARS2
cg10943458	STXBP5L	STXBP5L
cg11021744	SLC6A1	SLC6A1
cg11118235	GNAI2	GNAI2
cg11229862	CCDC37	CCDC37
cg11229862	CCDC37	CCDC37-AS1
cg11940285	TRH	TRH
cg12062464	KAT2B	KAT2B
cg13003239	WDR6	WDR6
cg13029400	ZBTB38	RP11-438D8.2
