"gene_id","gene_name","length"
"ENSG00000123472.8","ATPAF1",5654
"ENSG00000159658.6","EFCAB14",6526
"ENSG00000186118.7","TEX38",1545
"ENSG00000142973.8","CYP4B1",3459
"ENSG00000187048.8","CYP4A11",3890
"ENSG00000186377.6","CYP4X1",2941
"ENSG00000186160.4","CYP4Z1",1996
"ENSG00000162365.7","CYP4A22",2937
"ENSG00000162366.3","PDZK1IP1",1438
"ENSG00000162367.7","TAL1",5706
"ENSG00000123473.11","STIL",7291
"ENSG00000162368.9","CMPK1",3844
"ENSG00000186790.4","FOXE3",1980
"ENSG00000186564.5","FOXD2",4675
"ENSG00000269113.3","TRABD2B",7034
"ENSG00000273395.1","FLJ00388",312
"ENSG00000269709.1","AL109659.1",573
"ENSG00000117834.8","SLC5A9",4535
"ENSG00000132122.7","SPATA6",5904
"ENSG00000186094.12","AGBL4",7540
"ENSG00000162373.8","BEND5",2138
"ENSG00000227839.1","AL645730.2",1885
"ENSG00000162374.12","ELAVL4",6936
"ENSG00000142700.7","DMRTA2",3225
"ENSG00000185104.15","FAF1",5263
"ENSG00000123080.6","CDKN2C",3318
"ENSG00000204006.4","C1orf185",1095
"ENSG00000123091.4","RNF11",3122
"ENSG00000085831.11","TTC39A",9362
"ENSG00000085832.12","EPS15",7551
"ENSG00000117859.14","OSBPL9",9798
"ENSG00000078618.15","NRD1",6619
"ENSG00000169213.6","RAB3B",12844
"ENSG00000117862.7","TXNDC12",3630
"ENSG00000198841.3","KTI12",1714
"ENSG00000134717.13","BTF3L4",6022
"ENSG00000157077.10","ZFYVE9",5529
"ENSG00000154222.10","CC2D1B",7491
"ENSG00000085840.8","ORC1",3157
"ENSG00000134748.12","PRPF38A",5658
"ENSG00000134744.9","ZCCHC11",16199
"ENSG00000116157.5","GPX7",1691
"ENSG00000182183.10","FAM159A",2508
"ENSG00000162377.4","SELRC1",1780
"ENSG00000162378.8","ZYG11B",8211
"ENSG00000203995.5","ZYG11A",4694
"ENSG00000121310.12","ECHDC2",11498
"ENSG00000116171.12","SCP2",8305
"ENSG00000174348.9","PODN",4770
"ENSG00000162383.7","SLC1A7",4237
"ENSG00000157184.5","CPT2",3401
"ENSG00000162384.9","C1orf123",4487
"ENSG00000162385.6","MAGOH",1463
"ENSG00000157193.10","LRP8",7077
"ENSG00000143006.7","DMRTB1",2440
"ENSG00000174332.3","GLIS1",2812
"ENSG00000058804.10","NDC1",5135
"ENSG00000058799.9","YIPF1",2259
"ENSG00000211452.6","DIO1",2282
"ENSG00000081870.7","HSPB11",3236
"ENSG00000116212.10","LRRC42",2411
"ENSG00000203985.6","LDLRAD1",932
"ENSG00000116209.7","TMEM59",4156
"ENSG00000116205.6","TCEANC2",5826
"ENSG00000212670.1","AL161915.1",1783
"ENSG00000157211.10","CDCP2",3123
"ENSG00000256407.1","RP11-446E24.4",2684
"ENSG00000248835.2","AL357673.1",2665
"ENSG00000215883.5","CYB5RL",6244
"ENSG00000116221.11","MRPL37",2544
"ENSG00000157216.11","SSBP3",5227
"ENSG00000198711.4","SSBP3-AS1",1027
"ENSG00000162390.13","ACOT11",9768
"ENSG00000162391.7","FAM151A",2005
"ENSG00000271723.1","MROH7-TTC4",7090
"ENSG00000184313.15","MROH7",9052
"ENSG00000243725.2","TTC4",3527
"ENSG00000162396.5","PARS2",2347
"ENSG00000006555.6","TTC22",6055
"ENSG00000162398.7","C1orf177",1777
"ENSG00000116133.7","DHCR24",4441
"ENSG00000143001.4","TMEM61",1097
"ENSG00000162399.6","BSND",3472
"ENSG00000169174.9","PCSK9",5163
"ENSG00000162402.8","USP24",11708
"ENSG00000162407.8","PPAP2B",5286
"ENSG00000162409.6","PRKAA2",9347
"ENSG00000187889.8","C1orf168",4633
"ENSG00000157131.10","C8A",2356
"ENSG00000021852.8","C8B",2729
"ENSG00000173406.11","DAB1",7846
"ENSG00000162600.7","OMA1",3718
"ENSG00000184292.5","TACSTD2",2068
"ENSG00000162601.5","MYSM1",8938
"ENSG00000177606.5","JUN",3321
"ENSG00000172456.12","FGGY",6229
"ENSG00000134709.6","HOOK1",6845
"ENSG00000134716.5","CYP2J2",2990
"ENSG00000162598.9","C1orf87",4422
"ENSG00000162599.11","NFIA",10872
"ENSG00000162604.8","TM2D1",5516
"ENSG00000132849.14","INADL",11456
"ENSG00000240563.1","L1TD1",3849
"ENSG00000132854.14","KANK4",5980
"ENSG00000162607.8","USP1",4263
"ENSG00000116641.11","DOCK7",10873
"ENSG00000132855.4","ANGPTL3",3250
"ENSG00000269624.1","AL138847.1",1813
"ENSG00000125703.10","ATG4C",3110
"ENSG00000187140.4","FOXD3",2068
"ENSG00000088035.11","ALG6",4950
"ENSG00000142856.12","ITGB3BP",5459
"ENSG00000203965.8","EFCAB7",5704
"ENSG00000116652.5","DLEU2L",703
"ENSG00000079739.11","PGM1",4090
"ENSG00000185483.7","ROR1",6836
"ENSG00000177414.9","UBE2U",1826
"ENSG00000158966.9","CACHD1",6392
"ENSG00000162437.10","RAVER2",6070
"ENSG00000162434.7","JAK1",6317
"ENSG00000162433.10","AK4",7578
"ENSG00000116675.11","DNAJC6",6907
"ENSG00000116678.14","LEPR",11457
"ENSG00000213625.4","LEPROT",5105
"ENSG00000184588.13","PDE4B",8641
"ENSG00000118473.17","SGIP1",10493
"ENSG00000248458.2","AL139147.1",1156
"ENSG00000152760.5","TCTEX1D1",3100
"ENSG00000172410.4","INSL5",715
"ENSG00000152763.12","WDR78",6700
"ENSG00000198160.10","MIER1",8273
"ENSG00000116704.6","SLC35D1",7154
"ENSG00000203963.7","C1orf141",5022
"ENSG00000162594.10","IL23R",2995
"ENSG00000081985.6","IL12RB2",4233
"ENSG00000142864.10","SERBP1",7676
"ENSG00000116717.7","GADD45A",2069
"ENSG00000172380.5","GNG12",4724
"ENSG00000162595.4","DIRAS3",1973
"ENSG00000116729.9","WLS",4513
"ENSG00000116745.6","RPE65",2610
"ENSG00000024526.12","DEPDC1",5904
"ENSG00000033122.14","LRRC7",14652
"ENSG00000066557.5","LRRC40",2884
"ENSG00000116754.9","SRSF11",8477
"ENSG00000118454.8","ANKRD13C",4595
"ENSG00000197568.9","HHLA3",1222
"ENSG00000116761.7","CTH",2414
"ENSG00000050628.16","PTGER3",9882
"ENSG00000132485.8","ZRANB2",4993
"ENSG00000172260.9","NEGR1",13406
"ENSG00000162620.11","LRRIQ3",8759
"ENSG00000254685.2","FPGT",4382
"ENSG00000259030.2","FPGT-TNNI3K",9358
"ENSG00000116783.10","TNNI3K",5075
"ENSG00000162621.5","LRRC53",3859
"ENSG00000178965.9","C1orf173",8252
"ENSG00000116791.9","CRYZ",4081
"ENSG00000162623.11","TYW3",4616
"ENSG00000162624.10","LHX8",4007
"ENSG00000137968.12","SLC44A5",6314
"ENSG00000117054.9","ACADM",4779
"ENSG00000137955.11","RABGGTB",5916
"ENSG00000057468.6","MSH4",3266
"ENSG00000154007.6","ASB17",1107
"ENSG00000184005.9","ST6GALNAC3",7225
"ENSG00000117069.10","ST6GALNAC5",4263
"ENSG00000142892.10","PIGK",5513
"ENSG00000154027.14","AK5",6916
"ENSG00000036549.8","ZZZ3",9008
"ENSG00000077254.10","USP33",6918
"ENSG00000180488.10","FAM73A",8476
"ENSG00000162614.14","NEXN",4624
"ENSG00000162613.12","FUBP1",5666
"ENSG00000162616.8","DNAJB4",3783
"ENSG00000137960.5","GIPC2",3973
"ENSG00000122420.5","PTGFR",4714
"ENSG00000137959.11","IFI44L",10240
"ENSG00000137965.6","IFI44",2801
"ENSG00000162618.8","ELTD1",3527
"ENSG00000117114.15","LPHN2",7754
"ENSG00000137941.12","TTLL7",10543
"ENSG00000142875.15","PRKACB",6676
"ENSG00000203943.4","SAMD13",3589
"ENSG00000137976.7","DNASE2B",1476
"ENSG00000117133.6","RPF1",1728
"ENSG00000174021.6","GNG5",1112
"ENSG00000117151.8","CTBS",6939
"ENSG00000180869.3","C1orf180",2886
"ENSG00000117155.12","SSX2IP",8651
"ENSG00000171517.5","LPAR3",3543
"ENSG00000153898.8","MCOLN2",3440
"ENSG00000162643.8","WDR63",3923
"ENSG00000055732.8","MCOLN3",6623
"ENSG00000097096.8","SYDE2",6451
"ENSG00000162642.9","C1orf52",3417
"ENSG00000142867.8","BCL10",2819
"ENSG00000153904.14","DDAH1",5982
"ENSG00000142871.11","CYR61",2455
"ENSG00000117174.6","ZNHIT6",6197
"ENSG00000171502.10","COL24A1",9568
"ENSG00000122417.11","ODF2L",9059
"ENSG00000137975.7","CLCA2",4496
"ENSG00000016490.11","CLCA1",3340
"ENSG00000016602.8","CLCA4",3649
"ENSG00000097033.10","SH3GLB1",6827
"ENSG00000183291.11","SEP15",2099
"ENSG00000153936.12","HS2ST1",10267
"ENSG00000267561.1","RP5-1052I5.2",2010
"ENSG00000143013.8","LMO4",5833
"ENSG00000065243.14","PKN2",7014
"ENSG00000137947.7","GTF2B",2225
"ENSG00000137944.12","CCBL2",2306
"ENSG00000213516.5","RBMXL1",5087
"ENSG00000117226.7","GBP3",4297
"ENSG00000117228.9","GBP1",4992
"ENSG00000162645.8","GBP2",6276
"ENSG00000213512.1","GBP7",2454
"ENSG00000162654.8","GBP4",6127
"ENSG00000154451.10","GBP5",8200
"ENSG00000183347.13","GBP6",2987
"ENSG00000197147.8","LRRC8B",8074
"ENSG00000171488.10","LRRC8C",11724
"ENSG00000271949.1","RP11-302M6.4",654
"ENSG00000171492.10","LRRC8D",4852
"ENSG00000162664.12","ZNF326",10984
"ENSG00000143032.7","BARHL2",1979
"ENSG00000122482.16","ZNF644",7600
"ENSG00000162669.11","HFM1",5827
"ENSG00000097046.8","CDC7",3599
"ENSG00000069702.6","TGFBR3",8654
"ENSG00000137948.14","BRDT",4322
"ENSG00000172031.6","EPHX4",2251
"ENSG00000189195.5","BTBD8",1955
"ENSG00000069712.9","KIAA1107",4623
"ENSG00000203910.4","C1orf146",1061
"ENSG00000174842.12","GLMN",2910
"ENSG00000122484.8","RPAP2",17142
"ENSG00000162676.7","GFI1",3301
"ENSG00000067208.10","EVI5",8276
"ENSG00000122406.8","RPL5",2890
"ENSG00000154511.7","FAM69A",2574
"ENSG00000143033.13","MTF2",5909
"ENSG00000117500.8","TMED5",9423
"ENSG00000122483.13","CCDC18",5633
"ENSG00000117505.8","DR1",10949
"ENSG00000137942.12","FNBP1L",5798
"ENSG00000137936.12","BCAR3",5072
"ENSG00000067334.9","DNTTIP2",5985
"ENSG00000023909.5","GCLM",5374
"ENSG00000198691.7","ABCA4",8669
"ENSG00000137962.8","ARHGAP29",15524
"ENSG00000117528.7","ABCD3",7669
"ENSG00000117525.9","F3",2875
"ENSG00000143036.12","SLC44A3",2869
"ENSG00000117519.11","CNN3",2829
"ENSG00000172339.9","ALG14",9633
"ENSG00000152078.5","TMEM56",7402
"ENSG00000271092.1","RP11-57H12.6",1961
"ENSG00000122481.12","RWDD3",2769
"ENSG00000237435.4","RP11-147C23.1",2003
"ENSG00000117569.14","PTBP2",13174
"ENSG00000188641.8","DPYD",6556
"ENSG00000162627.12","SNX7",2088
"ENSG00000117598.7","LPPR5",4566
"ENSG00000117600.8","LPPR4",5540
"ENSG00000099260.6","PALMD",8244
"ENSG00000156869.8","FRRS1",3887
"ENSG00000162688.11","AGL",8434
"ENSG00000117620.8","SLC35A3",6241
"ENSG00000156875.9","HIAT1",2943
"ENSG00000156876.8","SASS6",3972
"ENSG00000122435.5","TRMT13",4133
"ENSG00000122477.8","LRRC39",1506
"ENSG00000137992.10","DBT",11303
"ENSG00000137996.8","RTCA",3037
"ENSG00000079335.13","CDC14A",5729
"ENSG00000181656.6","GPR88",3491
"ENSG00000162692.6","VCAM1",6049
"ENSG00000162694.9","EXTL2",4950
"ENSG00000162695.7","SLC30A7",8376
"ENSG00000117543.15","DPH5",2970
"ENSG00000269175.1","AC093157.1",1893
"ENSG00000170989.8","S1PR1",3071
"ENSG00000118733.12","OLFM3",4554
"ENSG00000060718.14","COL11A1",8265
"ENSG00000185946.11","RNPC3",6867
"ENSG00000240038.2","AMY2B",7491
"ENSG00000243480.3","AMY2A",1649
"ENSG00000237763.5","AMY1A",2502
"ENSG00000174876.12","AMY1B",2334
"ENSG00000187733.6","AMY1C",1632
"ENSG00000198890.6","PRMT6",2650
"ENSG00000162631.14","NTNG1",9165
"ENSG00000134215.11","VAV3",7271
"ENSG00000085491.11","SLC25A24",6548
"ENSG00000196427.9","NBPF4",2485
"ENSG00000186086.12","NBPF6",2776
"ENSG00000162636.11","FAM102B",9355
"ENSG00000162639.11","HENMT1",2426
"ENSG00000134186.7","PRPF38B",5817
"ENSG00000143107.4","FNDC7",3401
"ENSG00000116266.6","STXBP3",5895
"ENSG00000162641.14","AKNAD1",5257
"ENSG00000121957.8","GPSM2",8099
"ENSG00000121940.11","CLCC1",4996
"ENSG00000085433.11","WDR47",4536
"ENSG00000197780.5","TAF13",1400
"ENSG00000215717.5","TMEM167B",4574
"ENSG00000179902.8","C1orf194",1235
"ENSG00000116299.12","KIAA1324",9298
"ENSG00000031698.8","SARS",3836
"ENSG00000143126.7","CELSR2",12349
"ENSG00000134222.12","PSRC1",2855
"ENSG00000221986.2","MYBPHL",1789
"ENSG00000134243.7","SORT1",8760
"ENSG00000143106.8","PSMA5",5737
"ENSG00000143028.7","SYPL2",4033
"ENSG00000162650.11","ATXN7L2",5232
"ENSG00000174151.10","CYB561D1",5690
"ENSG00000181754.6","AMIGO1",5144
"ENSG00000156097.8","GPR61",5057
"ENSG00000065135.7","GNAI3",3206
"ENSG00000134183.7","GNAT2",1339
"ENSG00000116337.11","AMPD2",6828
"ENSG00000168765.11","GSTM4",5370
"ENSG00000213366.8","GSTM2",5864
"ENSG00000134184.8","GSTM1",2512
"ENSG00000134201.6","GSTM5",6026
"ENSG00000134202.6","GSTM3",4837
"ENSG00000198758.6","EPS8L3",3453
"ENSG00000184371.9","CSF1",5418
"ENSG00000168710.13","AHCYL1",4736
"ENSG00000143093.10","STRIP1",7352
"ENSG00000156150.6","ALX3",1859
"ENSG00000186150.3","UBL4B",1508
"ENSG00000197106.6","SLC6A17",6644
"ENSG00000116396.9","KCNC4",9343
"ENSG00000162775.10","RBM15",4666
"ENSG00000168679.13","SLC16A4",3167
"ENSG00000134248.9","LAMTOR5",2388
"ENSG00000143125.5","PROK1",1338
"ENSG00000143105.5","KCNA10",1959
"ENSG00000177301.9","KCNA2",4013
"ENSG00000177272.7","KCNA3",3346
"ENSG00000143119.8","CD53",2081
"ENSG00000121931.11","LRIF1",3621
"ENSG00000156171.10","DRAM2",3138
"ENSG00000134255.9","CEPT1",8413
"ENSG00000162777.12","DENND2D",5515
"ENSG00000064886.9","CHI3L2",3295
"ENSG00000134216.14","CHIA",4632
"ENSG00000173947.9","PIFO",4261
"ENSG00000085465.11","OVGP1",2988
"ENSG00000116455.9","WDR77",2805
"ENSG00000116459.6","ATP5F1",3383
"ENSG00000143110.7","C1orf162",2768
"ENSG00000121933.13","ADORA3",4486
"ENSG00000116473.10","RAP1A",5733
"ENSG00000197852.8","FAM212B",9199
"ENSG00000064703.7","DDX20",6019
"ENSG00000171385.5","KCND3",7863
"ENSG00000143079.10","CTTNBP2NL",7404
"ENSG00000134245.13","WNT2B",12561
"ENSG00000007341.14","ST7L",8111
"ENSG00000116489.8","CAPZA1",4130
"ENSG00000155363.14","MOV10",6509
"ENSG00000155366.12","RHOC",4028
"ENSG00000271810.1","RP11-426L16.10",1078
"ENSG00000155367.11","PPM1J",2874
"ENSG00000184599.9","FAM19A3",1282
"ENSG00000155380.7","SLC16A1",6438
"ENSG00000198799.7","LRIG2",12456
"ENSG00000081026.14","MAGI3",8180
"ENSG00000116793.11","PHTF1",7170
"ENSG00000081019.9","RSBN1",6819
"ENSG00000134242.11","PTPN22",4503
"ENSG00000188761.7","BCL2L15",4251
"ENSG00000134262.8","AP4B1",5864
"ENSG00000118655.4","DCLRE1B",3940
"ENSG00000163349.17","HIPK1",9215
"ENSG00000116774.7","OLFML3",2265
"ENSG00000134207.10","SYT6",5104
"ENSG00000197323.6","TRIM33",9574
"ENSG00000116752.5","BCAS2",1299
"ENSG00000175984.10","DENND2C",7408
"ENSG00000116748.15","AMPD1",2496
"ENSG00000213281.4","NRAS",4449
"ENSG00000009307.11","CSDE1",5755
"ENSG00000052723.7","SIKE1",5894
"ENSG00000198765.7","SYCP1",4338
"ENSG00000134200.2","TSHB",578
"ENSG00000134198.5","TSPAN2",3410
"ENSG00000134259.3","NGF",1047
"ENSG00000173218.10","VANGL1",9062
"ENSG00000118729.10","CASQ2",2769
"ENSG00000177551.5","NHLH2",7541
"ENSG00000163393.8","SLC22A15",5292
"ENSG00000173212.4","MAB21L3",3256
"ENSG00000163399.11","ATP1A1",7261
"ENSG00000269279.1","AL136376.1",342
"ENSG00000116815.11","CD58",1783
"ENSG00000143061.13","IGSF3",7388
"ENSG00000203864.1","C1orf137",386
"ENSG00000116824.4","CD2",1679
"ENSG00000134247.9","PTGFRN",6352
"ENSG00000134256.8","CD101",3771
"ENSG00000116830.7","TTF2",10181
"ENSG00000134253.5","TRIM45",4368
"ENSG00000134258.12","VTCN1",3001
"ENSG00000198162.8","MAN1A2",9667
"ENSG00000183508.4","FAM46C",5751
"ENSG00000196505.6","GDAP2",10496
"ENSG00000065183.11","WDR3",10275
"ENSG00000155761.9","SPAG17",9552
"ENSG00000092607.9","TBX15",3806
"ENSG00000116874.7","WARS2",3847
"ENSG00000116882.10","HAO2",1877
"ENSG00000203859.5","HSD3B2",2336
"ENSG00000203857.5","HSD3B1",2447
"ENSG00000143067.4","ZNF697",5041
"ENSG00000092621.7","PHGDH",5622
"ENSG00000134240.7","HMGCS2",2571
"ENSG00000134193.10","REG4",3493
"ENSG00000134249.6","ADAM30",2963
"ENSG00000134250.13","NOTCH2",16803
"ENSG00000188610.8","FAM72B",3012
"ENSG00000198019.8","FCGR1B",1392
"ENSG00000236334.1","PPIAL4G",738
"ENSG00000215784.4","FAM72D",2393
"ENSG00000162825.12","NBPF8",11781
"ENSG00000231360.2","AL592284.1",1073
"ENSG00000255854.1","PPIAL4B",785
"ENSG00000168614.13","NBPF9",7327
"ENSG00000178104.15","PDE4DIP",28338
"ENSG00000268172.1","AL590452.1",2057
"ENSG00000213240.7","NOTCH2NL",6436
"ENSG00000255168.1","RP11-458D21.5",3636
"ENSG00000163386.16","NBPF10",13221
"ENSG00000168509.13","HFE2",2329
"ENSG00000117289.7","TXNIP",3626
"ENSG00000121851.8","POLR3GL",1802
"ENSG00000181039.7","ANKRD34A",3611
"ENSG00000152022.7","LIX1L",3979
"ENSG00000131795.8","RBM8A",5240
"ENSG00000131779.6","PEX11B",1838
"ENSG00000143127.8","ITGA10",6320
"ENSG00000198483.8","ANKRD35",3342
"ENSG00000131788.11","PIAS3",4805
"ENSG00000186364.7","NUDT17",1657
"ENSG00000186141.4","POLR3C",2793
"ENSG00000121848.9","RNF115",9360
"ENSG00000117281.11","CD160",3991
"ENSG00000174827.9","PDZK1",2347
"ENSG00000117262.14","GPR89A",5587
"ENSG00000196644.8","GPR89C",4900
"ENSG00000152042.13","NBPF11",6864
"ENSG00000186275.7","NBPF12",13053
"ENSG00000131791.6","PRKAB2",5460
"ENSG00000131781.8","FMO5",5988
"ENSG00000131778.13","CHD1L",3370
"ENSG00000116128.5","BCL9",6420
"ENSG00000162836.7","ACP6",9166
"ENSG00000143140.6","GJA5",3256
"ENSG00000121634.4","GJA8",1364
"ENSG00000188092.10","GPR89B",5144
"ENSG00000203836.7","NBPF24",7196
"ENSG00000269647.1","BX842679.1",462
"ENSG00000255963.1","PPIAL4A",785
"ENSG00000122497.13","NBPF14",3704
"ENSG00000256374.1","PPIAL4D",785
"ENSG00000203832.6","NBPF20",16242
"ENSG00000243452.3","NBPF15",5306
"ENSG00000203827.7","NBPF16",3830
"ENSG00000203818.6","HIST2H3PS2",412
"ENSG00000203817.5","FAM72C",1512
"ENSG00000198161.5","PPIAL4C",785
"ENSG00000203815.2","AL358813.2",632
"ENSG00000150337.9","FCGR1A",2998
"ENSG00000203814.5","HIST2H2BF",2201
"ENSG00000183598.3","HIST2H3D",411
"ENSG00000183941.8","HIST2H4A",1880
"ENSG00000203811.1","HIST2H3C",1656
"ENSG00000183558.5","HIST2H2AA3",974
"ENSG00000203812.2","HIST2H2AA4",549
"ENSG00000203852.3","HIST2H3A",1656
"ENSG00000182217.7","HIST2H4B",1869
"ENSG00000184678.8","HIST2H2BE",2223
"ENSG00000184260.4","HIST2H2AC",437
"ENSG00000184270.3","HIST2H2AB",448
"ENSG00000178096.8","BOLA1",1461
"ENSG00000159164.5","SV2A",4824
"ENSG00000143368.9","SF3B4",2245
"ENSG00000014914.15","MTMR11",4591
"ENSG00000163113.10","OTUD7B",12184
"ENSG00000136631.8","VPS45",6250
"ENSG00000023902.9","PLEKHO1",6629
"ENSG00000143401.10","ANP32E",3607
"ENSG00000118298.6","CA14",3838
"ENSG00000117362.8","APH1A",3468
"ENSG00000118292.4","C1orf54",1351
"ENSG00000159208.11","C1orf51",2696
"ENSG00000187145.10","MRPS21",1493
"ENSG00000117360.8","PRPF3",5373
"ENSG00000163125.11","RPRD2",8738
"ENSG00000143374.10","TARS2",4023
"ENSG00000143369.10","ECM1",3360
"ENSG00000143382.9","ADAMTSL4",6393
"ENSG00000225996.2","AL356356.1",1811
"ENSG00000203804.3","ADAMTSL4-AS1",490
"ENSG00000143384.8","MCL1",4218
"ENSG00000143420.13","ENSA",5493
"ENSG00000143457.6","GOLPH3L",3339
"ENSG00000143452.11","HORMAD1",2405
"ENSG00000163131.6","CTSS",4228
"ENSG00000143387.8","CTSK",1887
"ENSG00000143437.16","ARNT",6516
"ENSG00000143379.8","SETDB1",7086
"ENSG00000143418.15","CERS2",4643
"ENSG00000143412.5","ANXA9",1826
"ENSG00000143409.11","FAM63A",3590
"ENSG00000143363.11","PRUNE",3067
"ENSG00000163141.14","BNIPL",2892
"ENSG00000143443.9","C1orf56",2331
"ENSG00000197622.8","CDC42SE1",4184
"ENSG00000213190.2","MLLT11",4072
"ENSG00000143458.7","GABPB2",9189
"ENSG00000143434.11","SEMA6C",5773
"ENSG00000163154.5","TNFAIP8L2",1178
"ENSG00000163156.7","SCNM1",3265
"ENSG00000163155.7","LYSMD1",2508
"ENSG00000163157.10","TMOD4",1843
"ENSG00000163159.7","VPS72",4545
"ENSG00000143398.15","PIP5K1A",5405
"ENSG00000159352.11","PSMD4",3027
"ENSG00000232671.2","RP11-126K1.2",622
"ENSG00000143373.13","ZNF687",6349
"ENSG00000143393.12","PI4KB",5456
"ENSG00000143390.13","RFX5",4586
"ENSG00000143416.16","SELENBP1",3504
"ENSG00000159377.6","PSMB4",2158
"ENSG00000143442.17","POGZ",10272
"ENSG00000143375.10","CGN",6616
"ENSG00000143367.11","TUFT1",4017
"ENSG00000143376.8","SNX27",7467
"ENSG00000159409.10","CELF3",4439
"ENSG00000178796.8","RIIAD1",2261
"ENSG00000240510.2","AL589765.1",1760
"ENSG00000143436.6","MRPL9",1812
"ENSG00000143450.10","OAZ3",4349
"ENSG00000182134.11","TDRKH",5092
"ENSG00000213171.2","LINGO4",3379
"ENSG00000143365.12","RORC",6314
"ENSG00000225556.1","C2CD4D",1757
"ENSG00000196407.7","THEM5",984
"ENSG00000159445.8","THEM4",4390
"ENSG00000197747.4","S100A10",1543
"ENSG00000163191.5","S100A11",680
"ENSG00000182898.3","TCHHL1",3603
"ENSG00000159450.8","TCHH",6900
"ENSG00000215853.3","RPTN",3569
"ENSG00000197915.5","HRNR",9623
"ENSG00000143631.10","FLG",12747
"ENSG00000143520.6","FLG2",9124
"ENSG00000143536.7","CRNN",1902
"ENSG00000186207.4","LCE5A",819
"ENSG00000169509.5","CRCT1",700
"ENSG00000185966.3","LCE3E",611
"ENSG00000163202.4","LCE3D",613
"ENSG00000244057.2","LCE3C",425
"ENSG00000187238.5","LCE3B",288
"ENSG00000185962.1","LCE3A",270
"ENSG00000187223.3","LCE2D",609
"ENSG00000159455.7","LCE2B",646
"ENSG00000187180.3","LCE2C",614
"ENSG00000187173.3","LCE2A",592
"ENSG00000187170.4","LCE4A",680
"ENSG00000198854.4","C1orf68",908
"ENSG00000203786.5","KPRP",2523
"ENSG00000240386.2","LCE1F",598
"ENSG00000186226.7","LCE1E",1299
"ENSG00000172155.7","LCE1D",430
"ENSG00000197084.4","LCE1C",695
"ENSG00000196734.6","LCE1B",1139
"ENSG00000186844.4","LCE1A",625
"ENSG00000235942.2","LCE6A",628
"ENSG00000163206.5","SMCP",775
"ENSG00000163207.5","IVL",2153
"ENSG00000184148.3","SPRR4",733
"ENSG00000169474.3","SPRR1A",647
"ENSG00000163209.10","SPRR3",1441
"ENSG00000169469.7","SPRR1B",620
"ENSG00000163216.6","SPRR2D",1057
"ENSG00000241794.1","SPRR2A",709
"ENSG00000196805.6","SPRR2B",704
"ENSG00000203785.4","SPRR2E",734
"ENSG00000244094.1","SPRR2F",681
"ENSG00000159516.8","SPRR2G",568
"ENSG00000203784.2","LELP1",523
"ENSG00000203783.4","PRR9",1229
"ENSG00000203782.5","LOR",1230
"ENSG00000159527.3","PGLYRP3",1173
"ENSG00000163218.10","PGLYRP4",2272
"ENSG00000163220.10","S100A9",577
"ENSG00000163221.7","S100A12",516
"ENSG00000143546.5","S100A8",1006
"ENSG00000184330.7","S100A7A",4457
"ENSG00000197364.6","S100A7L2",339
"ENSG00000143556.4","S100A7",536
"ENSG00000197956.5","S100A6",971
"ENSG00000196420.3","S100A5",784
"ENSG00000196154.7","S100A4",1025
"ENSG00000188015.5","S100A3",955
"ENSG00000196754.6","S100A2",1567
"ENSG00000188643.6","S100A16",1701
"ENSG00000189334.4","S100A14",1277
"ENSG00000189171.9","S100A13",2558
"ENSG00000160678.7","S100A1",3028
"ENSG00000160679.8","CHTOP",5558
"ENSG00000143553.6","SNAPIN",1544
"ENSG00000143621.12","ILF2",2033
