"length","gene_id","gene_name"
11298,"ENSG00000048471.12","SNX29"
10268,"ENSG00000048540.13","LMO3"
2110,"ENSG00000048544.5","MRPS10"
2341,"ENSG00000048545.12","GUCA1A"
15740,"ENSG00000048649.12","RSF1"
20023,"ENSG00000048707.12","VPS13D"
9837,"ENSG00000048740.16","CELF2"
7204,"ENSG00000048828.15","FAM120A"
7898,"ENSG00000048991.15","R3HDM1"
4151,"ENSG00000049089.12","COL9A2"
6040,"ENSG00000049130.12","KITLG"
4847,"ENSG00000049167.12","ERCC8"
8567,"ENSG00000049192.13","ADAMTS6"
9321,"ENSG00000049239.11","H6PD"
2760,"ENSG00000049245.11","VAMP3"
8099,"ENSG00000049246.13","PER3"
1791,"ENSG00000049247.12","UTS2"
6331,"ENSG00000049249.7","TNFRSF9"
4642,"ENSG00000049283.16","EPN3"
7329,"ENSG00000049323.14","LTBP1"
7225,"ENSG00000049449.7","RCN1"
6542,"ENSG00000049540.15","ELN"
2211,"ENSG00000049541.9","RFC2"
16334,"ENSG00000049618.20","ARID1B"
6557,"ENSG00000049656.12","CLPTM1L"
16120,"ENSG00000049759.15","NEDD4L"
2647,"ENSG00000049768.13","FOXP3"
4173,"ENSG00000049769.11","PPP1R3F"
5067,"ENSG00000049860.12","HEXB"
12115,"ENSG00000049883.13","PTCD2"
11757,"ENSG00000050030.12","KIAA2022"
4350,"ENSG00000050130.16","JKAMP"
5059,"ENSG00000050165.16","DKK3"
5818,"ENSG00000050327.13","ARHGEF5"
4249,"ENSG00000050344.8","NFE2L3"
6057,"ENSG00000050393.10","MCUR1"
6317,"ENSG00000050405.12","LIMA1"
6032,"ENSG00000050426.14","LETMD1"
17980,"ENSG00000050438.15","SLC4A8"
7594,"ENSG00000050555.16","LAMC3"
9653,"ENSG00000050628.19","PTGER3"
3768,"ENSG00000050730.14","TNIP3"
8955,"ENSG00000050748.16","MAPK9"
3586,"ENSG00000050767.14","COL23A1"
9178,"ENSG00000050820.15","BCAR1"
4736,"ENSG00000051009.9","FAM160A2"
5155,"ENSG00000051108.13","HERPUD1"
3422,"ENSG00000051128.17","HOMER3"
3046,"ENSG00000051180.15","RAD51"
9400,"ENSG00000051341.12","POLQ"
7850,"ENSG00000051382.7","PIK3CB"
3357,"ENSG00000051523.9","CYBA"
3453,"ENSG00000051596.8","THOC3"
10356,"ENSG00000051620.9","HEBP2"
10304,"ENSG00000051825.13","MPHOSPH9"
12558,"ENSG00000052126.13","PLEKHA5"
3010,"ENSG00000052344.14","PRSS8"
5894,"ENSG00000052723.10","SIKE1"
8529,"ENSG00000052749.12","RRP12"
10868,"ENSG00000052795.11","FNIP2"
2892,"ENSG00000052802.11","MSMO1"
11284,"ENSG00000052841.13","TTC17"
5750,"ENSG00000052850.5","ALX4"
6734,"ENSG00000053108.15","FSTL4"
11033,"ENSG00000053254.14","FOXN3"
1774,"ENSG00000053328.8","METTL24"
1781,"ENSG00000053371.11","AKR7A2"
2822,"ENSG00000053372.4","MRTO4"
1297,"ENSG00000053438.8","NNAT"
2431,"ENSG00000053501.11","USE1"
20568,"ENSG00000053524.10","MCF2L2"
2803,"ENSG00000053702.13","NRIP2"
13522,"ENSG00000053747.14","LAMA3"
13034,"ENSG00000053770.10","AP5M1"
7494,"ENSG00000053900.9","ANAPC4"
3971,"ENSG00000053918.14","KCNQ1"
3527,"ENSG00000054116.10","TRAPPC3"
4736,"ENSG00000054118.12","THRAP3"
1612,"ENSG00000054148.16","PHPT1"
2633,"ENSG00000054179.10","ENTPD2"
8798,"ENSG00000054219.10","LY75"
11073,"ENSG00000054267.19","ARID4B"
3442,"ENSG00000054277.11","OPN3"
5322,"ENSG00000054282.14","SDCCAG8"
8261,"ENSG00000054356.12","PTPRN"
6641,"ENSG00000054392.11","HHAT"
17693,"ENSG00000054523.15","KIF1B"
3926,"ENSG00000054598.6","FOXC1"
5315,"ENSG00000054611.12","TBC1D22A"
31374,"ENSG00000054654.14","SYNE2"
10817,"ENSG00000054690.12","PLEKHH1"
8317,"ENSG00000054793.12","ATP9A"
1867,"ENSG00000054796.11","SPO11"
3024,"ENSG00000054803.3","CBLN4"
3135,"ENSG00000054938.14","CHRDL2"
7823,"ENSG00000054965.9","FAM168A"
6322,"ENSG00000054967.11","RELT"
6825,"ENSG00000054983.15","GALC"
3299,"ENSG00000055044.9","NOP58"
4747,"ENSG00000055070.15","SZRD1"
5877,"ENSG00000055118.13","KCNH2"
3548,"ENSG00000055130.14","CUL1"
6543,"ENSG00000055147.16","FAM114A2"
10582,"ENSG00000055163.17","CYFIP2"
5528,"ENSG00000055208.16","TAB2"
2248,"ENSG00000055211.11","GINM1"
10753,"ENSG00000055332.15","EIF2AK2"
9235,"ENSG00000055483.18","USP36"
20114,"ENSG00000055609.16","KMT2C"
6623,"ENSG00000055732.11","MCOLN3"
3982,"ENSG00000055813.5","CCDC85A"
6978,"ENSG00000055917.14","PUM2"
3573,"ENSG00000055950.15","MRPL43"
5462,"ENSG00000055955.14","ITIH4"
4544,"ENSG00000055957.9","ITIH1"
1436,"ENSG00000056050.6","C4orf27"
6792,"ENSG00000056097.14","ZFR"
4634,"ENSG00000056277.14","ZNF280C"
2359,"ENSG00000056291.16","NPFFR2"
5753,"ENSG00000056487.14","PHF21B"
6449,"ENSG00000056558.9","TRAF1"
11545,"ENSG00000056586.14","RC3H2"
3038,"ENSG00000056736.8","IL17RB"
6553,"ENSG00000056972.17","TRAF3IP2"
3646,"ENSG00000056998.17","GYG2"
11274,"ENSG00000057019.14","DCBLD2"
2182,"ENSG00000057149.13","SERPINB3"
7005,"ENSG00000057252.11","SOAT1"
7043,"ENSG00000057294.12","PKP2"
3266,"ENSG00000057468.6","MSH4"
3795,"ENSG00000057593.12","F7"
4033,"ENSG00000057608.15","GDI2"
6369,"ENSG00000057657.13","PRDM1"
3953,"ENSG00000057663.11","ATG5"
6515,"ENSG00000057704.9","TMCC3"
2186,"ENSG00000057757.8","PITHD1"
10580,"ENSG00000057935.12","MTA3"
8440,"ENSG00000058056.7","USP13"
9196,"ENSG00000058063.14","ATP11B"
6543,"ENSG00000058085.13","LAMC2"
6841,"ENSG00000058091.15","CDK14"
4697,"ENSG00000058262.8","SEC61A1"
12490,"ENSG00000058272.14","PPP1R12A"
9929,"ENSG00000058335.14","RASGRF1"
8159,"ENSG00000058404.18","CAMK2B"
8871,"ENSG00000058453.15","CROCC"
9488,"ENSG00000058600.14","POLR3E"
9721,"ENSG00000058668.13","ATP2B4"
9700,"ENSG00000058673.14","ZC3H11A"
5502,"ENSG00000058729.9","RIOK2"
2075,"ENSG00000058799.12","YIPF1"
5135,"ENSG00000058804.11","NDC1"
10978,"ENSG00000058866.13","DGKG"
8419,"ENSG00000059122.15","FLYWCH1"
7494,"ENSG00000059145.17","UNKL"
6271,"ENSG00000059377.14","TBXAS1"
6285,"ENSG00000059378.11","PARP12"
3766,"ENSG00000059573.7","ALDH18A1"
7743,"ENSG00000059588.8","TARBP1"
11757,"ENSG00000059691.10","GATB"
6351,"ENSG00000059728.9","MXD1"
6547,"ENSG00000059758.6","CDK17"
2586,"ENSG00000059769.18","DNAJC25"
6159,"ENSG00000059804.14","SLC2A3"
6338,"ENSG00000059915.15","PSD"
7415,"ENSG00000060069.15","CTDP1"
8610,"ENSG00000060138.11","YBX3"
3424,"ENSG00000060140.7","STYK1"
14370,"ENSG00000060237.15","WNK1"
6059,"ENSG00000060339.12","CCAR1"
4702,"ENSG00000060491.15","OGFR"
2613,"ENSG00000060558.3","GNA15"
2678,"ENSG00000060566.12","CREB3L3"
3382,"ENSG00000060642.9","PIGV"
6682,"ENSG00000060656.18","PTPRU"
3881,"ENSG00000060688.11","SNRNP40"
8731,"ENSG00000060709.12","RIMBP2"
8265,"ENSG00000060718.17","COL11A1"
10537,"ENSG00000060749.13","QSER1"
1546,"ENSG00000060762.17","MPC1"
7106,"ENSG00000060971.16","ACAA1"
11775,"ENSG00000060982.13","BCAT1"
9928,"ENSG00000061273.16","HDAC7"
5706,"ENSG00000061337.14","LZTS1"
9350,"ENSG00000061455.10","PRDM6"
2089,"ENSG00000061492.10","WNT8A"
2240,"ENSG00000061656.8","SPAG4"
22520,"ENSG00000061676.13","NCKAP1"
1979,"ENSG00000061794.11","MRPS35"
3724,"ENSG00000061918.11","GUCY1B3"
10157,"ENSG00000061936.8","SFSWAP"
11297,"ENSG00000061938.15","TNK2"
16014,"ENSG00000061987.13","MON2"
6236,"ENSG00000062038.12","CDH3"
2204,"ENSG00000062096.13","ARSF"
6472,"ENSG00000062194.14","GPBP1"
7905,"ENSG00000062282.13","DGAT2"
3848,"ENSG00000062370.15","ZNF112"
6402,"ENSG00000062485.17","CS"
3490,"ENSG00000062524.14","LTK"
2613,"ENSG00000062582.12","MRPS24"
6598,"ENSG00000062598.16","ELMO2"
7280,"ENSG00000062650.16","WAPAL"
6916,"ENSG00000062716.9","VMP1"
9876,"ENSG00000062725.8","APPBP2"
4858,"ENSG00000062822.11","POLD1"
5115,"ENSG00000063015.18","SEZ6"
6146,"ENSG00000063046.16","EIF4B"
3599,"ENSG00000063127.14","SLC6A16"
7507,"ENSG00000063169.9","GLTSCR1"
6009,"ENSG00000063176.14","SPHK2"
4209,"ENSG00000063177.11","RPL18"
2075,"ENSG00000063180.7","CA11"
4408,"ENSG00000063241.6","ISOC2"
4115,"ENSG00000063244.11","U2AF2"
17616,"ENSG00000063245.13","EPN1"
3835,"ENSG00000063322.12","MED29"
7678,"ENSG00000063438.15","AHRR"
1033,"ENSG00000063515.2","GSC2"
8139,"ENSG00000063587.13","ZNF275"
6323,"ENSG00000063601.15","MTMR1"
6516,"ENSG00000063660.7","GPC1"
5317,"ENSG00000063761.14","ADCK1"
5975,"ENSG00000063854.11","HAGH"
7270,"ENSG00000063978.14","RNF4"
7243,"ENSG00000064012.20","CASP8"
10862,"ENSG00000064042.16","LIMCH1"
3345,"ENSG00000064102.13","ASUN"
3888,"ENSG00000064115.9","TM7SF3"
2715,"ENSG00000064195.7","DLX3"
5205,"ENSG00000064199.5","SPA17"
3793,"ENSG00000064201.14","TSPAN32"
4981,"ENSG00000064205.9","WISP2"
2387,"ENSG00000064218.4","DMRT3"
6288,"ENSG00000064225.11","ST3GAL6"
7352,"ENSG00000064270.11","ATP2C2"
4150,"ENSG00000064300.7","NGFR"
10600,"ENSG00000064309.13","CDON"
6547,"ENSG00000064313.10","TAF2"
15402,"ENSG00000064393.14","HIPK2"
4676,"ENSG00000064419.12","TNPO3"
1931,"ENSG00000064489.20","MEF2BNB-MEF2B"
2503,"ENSG00000064490.12","RFXANK"
3281,"ENSG00000064545.13","TMEM161A"
2980,"ENSG00000064547.12","LPAR2"
5856,"ENSG00000064601.15","CTSA"
7744,"ENSG00000064607.15","SUGP2"
10664,"ENSG00000064651.12","SLC12A2"
3550,"ENSG00000064652.9","SNX24"
3618,"ENSG00000064655.17","EYA2"
3645,"ENSG00000064666.13","CNN2"
8367,"ENSG00000064687.11","ABCA7"
7325,"ENSG00000064692.17","SNCAIP"
6019,"ENSG00000064703.10","DDX20"
4169,"ENSG00000064726.8","BTBD1"
5411,"ENSG00000064763.9","FAR2"
8186,"ENSG00000064787.11","BCAS1"
1569,"ENSG00000064835.9","POU1F1"
3295,"ENSG00000064886.12","CHI3L2"
6626,"ENSG00000064932.14","SBNO2"
5448,"ENSG00000064933.15","PMS1"
3857,"ENSG00000064961.17","HMG20B"
6144,"ENSG00000064989.11","CALCRL"
1580,"ENSG00000064995.15","TAF11"
6777,"ENSG00000064999.13","ANKS1A"
8601,"ENSG00000065000.14","AP3D1"
6789,"ENSG00000065029.13","ZNF76"
3550,"ENSG00000065054.12","SLC9A3R2"
2430,"ENSG00000065057.6","NTHL1"
9908,"ENSG00000065060.15","UHRF1BP1"
27174,"ENSG00000065135.8","GNAI3"
9671,"ENSG00000065150.17","IPO5"
3388,"ENSG00000065154.10","OAT"
10275,"ENSG00000065183.14","WDR3"
6897,"ENSG00000065243.17","PKN2"
2357,"ENSG00000065268.9","WDR18"
6908,"ENSG00000065308.4","TRAM2"
6383,"ENSG00000065320.7","NTN1"
6052,"ENSG00000065325.11","GLP2R"
5454,"ENSG00000065328.15","MCM10"
10215,"ENSG00000065357.18","DGKA"
8658,"ENSG00000065361.13","ERBB3"
4518,"ENSG00000065371.16","ROPN1"
11665,"ENSG00000065413.15","ANKRD44"
4065,"ENSG00000065427.13","KARS"
4486,"ENSG00000065457.9","ADAT1"
4030,"ENSG00000065485.16","PDIA5"
3462,"ENSG00000065491.8","TBC1D22B"
1889,"ENSG00000065518.7","NDUFB4"
13294,"ENSG00000065526.9","SPEN"
22167,"ENSG00000065534.17","MYLK"
3125,"ENSG00000065548.16","ZC3H15"
5714,"ENSG00000065559.13","MAP2K4"
2914,"ENSG00000065600.11","TMEM206"
6651,"ENSG00000065609.13","SNAP91"
7974,"ENSG00000065613.12","SLK"
9635,"ENSG00000065615.12","CYB5R4"
6426,"ENSG00000065618.15","COL17A1"
9921,"ENSG00000065621.13","GSTO2"
3916,"ENSG00000065665.19","SEC61A2"
3295,"ENSG00000065675.13","PRKCQ"
4038,"ENSG00000065717.13","TLE2"
7410,"ENSG00000065802.10","ASB1"
7019,"ENSG00000065809.12","FAM107B"
3371,"ENSG00000065833.8","ME1"
9032,"ENSG00000065882.14","TBC1D1"
8921,"ENSG00000065883.13","CDK13"
4870,"ENSG00000065911.10","MTHFD2"
10033,"ENSG00000065923.8","SLC9A7"
6296,"ENSG00000065970.7","FOXJ2"
1930,"ENSG00000065978.16","YBX1"
6646,"ENSG00000065989.14","PDE4A"
3825,"ENSG00000066027.10","PPP2R5A"
7535,"ENSG00000066032.17","CTNNA2"
7063,"ENSG00000066044.12","ELAVL1"
6694,"ENSG00000066056.12","TIE1"
10361,"ENSG00000066084.11","DIP2B"
5136,"ENSG00000066117.13","SMARCD1"
5172,"ENSG00000066135.11","KDM4A"
6068,"ENSG00000066136.18","NFYC"
2195,"ENSG00000066185.11","ZMYND12"
2783,"ENSG00000066230.9","SLC9A3"
4678,"ENSG00000066248.13","NGEF"
10938,"ENSG00000066279.15","ASPM"
9255,"ENSG00000066294.13","CD84"
2507,"ENSG00000066322.11","ELOVL1"
2069,"ENSG00000066336.10","SPI1"
3672,"ENSG00000066379.13","ZNRD1"
8197,"ENSG00000066382.15","MPPED2"
3880,"ENSG00000066405.11","CLDN18"
7416,"ENSG00000066422.4","ZBTB11"
28202,"ENSG00000066427.20","ATXN3"
3295,"ENSG00000066455.11","GOLGA5"
7486,"ENSG00000066468.19","FGFR2"
2884,"ENSG00000066557.5","LRRC40"
1940,"ENSG00000066583.10","ISOC1"
8899,"ENSG00000066629.15","EML1"
2690,"ENSG00000066651.16","TRMT11"
5092,"ENSG00000066654.11","THUMPD1"
3253,"ENSG00000066697.13","MSANTD3"
6756,"ENSG00000066735.13","KIF26A"
14778,"ENSG00000066739.10","ATG2B"
10970,"ENSG00000066777.7","ARFGEF1"
8158,"ENSG00000066813.13","ACSM2B"
8900,"ENSG00000066827.14","ZFAT"
4629,"ENSG00000066855.14","MTFR1"
8583,"ENSG00000066923.16","STAG3"
4473,"ENSG00000066926.9","FECH"
20253,"ENSG00000066933.14","MYO9A"
5738,"ENSG00000067048.15","DDX3Y"
4836,"ENSG00000067057.15","PFKP"
3589,"ENSG00000067064.9","IDI1"
12618,"ENSG00000067066.15","SP100"
6139,"ENSG00000067082.13","KLF6"
2016,"ENSG00000067113.15","PPAP2A"
8117,"ENSG00000067141.15","NEO1"
3878,"ENSG00000067167.6","TRAM1"
6350,"ENSG00000067177.13","PHKA1"
4005,"ENSG00000067182.6","TNFRSF1A"
7094,"ENSG00000067191.14","CACNB1"
8276,"ENSG00000067208.13","EVI5"
10461,"ENSG00000067221.12","STOML1"
8571,"ENSG00000067225.16","PKM"
4734,"ENSG00000067248.8","DHX29"
7519,"ENSG00000067334.12","DNTTIP2"
8254,"ENSG00000067365.13","METTL22"
12991,"ENSG00000067369.12","TP53BP1"
6716,"ENSG00000067445.19","TRO"
7883,"ENSG00000067533.5","RRP15"
2582,"ENSG00000067560.9","RHOA"
9302,"ENSG00000067596.9","DHX8"
7636,"ENSG00000067606.14","PRKCZ"
5527,"ENSG00000067646.10","ZFY"
4165,"ENSG00000067704.9","IARS2"
6494,"ENSG00000067715.12","SYT1"
11153,"ENSG00000067798.12","NAV3"
2717,"ENSG00000067829.17","IDH3G"
3683,"ENSG00000067836.11","ROGDI"
4341,"ENSG00000067840.11","PDZD4"
7534,"ENSG00000067842.16","ATP2B3"
11064,"ENSG00000067900.6","ROCK1"
4129,"ENSG00000067955.12","CBFB"
2695,"ENSG00000067992.11","PDK3"
4545,"ENSG00000068001.12","HYAL2"
13368,"ENSG00000068024.15","HDAC4"
3683,"ENSG00000068028.16","RASSF1"
4834,"ENSG00000068078.16","FGFR3"
1973,"ENSG00000068079.6","IFI35"
4868,"ENSG00000068097.13","HEATR6"
4032,"ENSG00000068120.13","COASY"
4803,"ENSG00000068137.13","PLEKHH3"
6925,"ENSG00000068305.16","MEF2A"
3592,"ENSG00000068308.12","OTUD5"
4283,"ENSG00000068323.15","TFE3"
4223,"ENSG00000068354.14","TBC1D25"
6415,"ENSG00000068366.18","ACSL4"
3706,"ENSG00000068383.17","INPP5A"
1742,"ENSG00000068394.10","GPKOW"
6841,"ENSG00000068400.12","GRIPAP1"
2872,"ENSG00000068438.13","FTSJ1"
4080,"ENSG00000068489.11","PRR11"
5193,"ENSG00000068615.15","REEP1"
13733,"ENSG00000068650.17","ATP11A"
13519,"ENSG00000068654.14","POLR1A"
1946,"ENSG00000068697.6","LAPTM4A"
6949,"ENSG00000068724.14","TTC7A"
5624,"ENSG00000068745.13","IP6K2"
4302,"ENSG00000068781.19","STON1-GTF2A1L"
5045,"ENSG00000068784.11","SRBD1"
4774,"ENSG00000068796.15","KIF2A"
6084,"ENSG00000068831.17","RASGRP2"
10241,"ENSG00000068878.13","PSME4"
7175,"ENSG00000068885.13","IFT80"
6224,"ENSG00000068903.18","SIRT2"
2592,"ENSG00000068912.12","ERLEC1"
3376,"ENSG00000068971.12","PPP2R5B"
4981,"ENSG00000068976.12","PYGM"
665,"ENSG00000068985.4","PAGE1"
3511,"ENSG00000069011.14","PITX1"
3185,"ENSG00000069018.16","TRPC7"
14675,"ENSG00000069020.17","MAST4"
6650,"ENSG00000069122.17","GPR116"
11607,"ENSG00000069188.15","SDK2"
4483,"ENSG00000069206.14","ADAM7"
6080,"ENSG00000069248.11","NUP133"
6546,"ENSG00000069275.12","NUCKS1"
9733,"ENSG00000069329.14","VPS35"
5065,"ENSG00000069345.10","DNAJA2"
3242,"ENSG00000069399.11","BCL3"
9534,"ENSG00000069424.13","KCNAB2"
11421,"ENSG00000069431.9","ABCC9"
1300,"ENSG00000069482.6","GAL"
6957,"ENSG00000069493.13","CLEC2D"
1399,"ENSG00000069509.5","FUNDC1"
2891,"ENSG00000069535.13","MAOB"
17040,"ENSG00000069667.14","RORA"
1477,"ENSG00000069696.6","DRD4"
8705,"ENSG00000069702.9","TGFBR3"
4556,"ENSG00000069712.10","KIAA1107"
1116,"ENSG00000069764.8","PLA2G10"
5407,"ENSG00000069812.10","HES2"
2584,"ENSG00000069849.9","ATP1B3"
9097,"ENSG00000069869.14","NEDD4"
4542,"ENSG00000069943.8","PIGB"
6388,"ENSG00000069956.10","MAPK6"
13302,"ENSG00000069966.17","GNB5"
5605,"ENSG00000069974.14","RAB27A"
4936,"ENSG00000069998.11","CECR5"
8736,"ENSG00000070010.17","UFD1L"
10337,"ENSG00000070018.7","LRP6"
4177,"ENSG00000070019.4","GUCY2C"
366,"ENSG00000070031.3","SCT"
5769,"ENSG00000070047.10","PHRF1"
6048,"ENSG00000070061.13","IKBKAP"
8995,"ENSG00000070081.14","NUCB2"
3440,"ENSG00000070087.12","PFN2"
9995,"ENSG00000070159.12","PTPN3"
14772,"ENSG00000070182.16","SPTB"
4548,"ENSG00000070190.11","DAPP1"
3011,"ENSG00000070193.4","FGF10"
12172,"ENSG00000070214.14","SLC44A1"
8077,"ENSG00000070269.12","TMEM260"
10554,"ENSG00000070366.12","SMG6"
12575,"ENSG00000070367.14","EXOC5"
10049,"ENSG00000070371.14","CLTCL1"
2110,"ENSG00000070388.10","FGF22"
3050,"ENSG00000070404.8","FSTL3"
5636,"ENSG00000070413.17","DGCR2"
3496,"ENSG00000070423.16","RNF126"
8728,"ENSG00000070444.13","MNT"
7357,"ENSG00000070476.13","ZXDC"
5969,"ENSG00000070495.13","JMJD6"
4106,"ENSG00000070501.10","POLB"
3448,"ENSG00000070526.13","ST6GALNAC1"
3402,"ENSG00000070540.11","WIPI1"
5867,"ENSG00000070601.8","FRMPD1"
4803,"ENSG00000070610.13","GBA2"
9529,"ENSG00000070614.13","NDST1"
4455,"ENSG00000070669.15","ASNS"
6276,"ENSG00000070718.10","AP3M2"
7298,"ENSG00000070729.12","CNGB1"
7558,"ENSG00000070731.8","ST6GALNAC2"
2994,"ENSG00000070748.16","CHAT"
4752,"ENSG00000070756.12","PABPC1"
3322,"ENSG00000070759.15","TESK2"
2375,"ENSG00000070761.6","CFAP20"
6905,"ENSG00000070770.7","CSNK2A2"
7396,"ENSG00000070778.11","PTPN21"
3411,"ENSG00000070785.15","EIF2B3"
6150,"ENSG00000070808.14","CAMK2A"
11278,"ENSG00000070814.16","TCOF1"
3598,"ENSG00000070831.14","CDC42"
8100,"ENSG00000070882.11","OSBPL3"
5358,"ENSG00000070886.9","EPHA8"
6180,"ENSG00000070915.8","SLC12A3"
6983,"ENSG00000070950.8","RAD18"
9493,"ENSG00000070961.13","ATP2B1"
3962,"ENSG00000070985.12","TRPM5"
2990,"ENSG00000071051.12","NCK2"
11961,"ENSG00000071054.14","MAP4K4"
9630,"ENSG00000071073.11","MGAT4A"
5791,"ENSG00000071082.9","RPL31"
7827,"ENSG00000071127.15","WDR1"
16418,"ENSG00000071189.20","SNX13"
1839,"ENSG00000071203.8","MS4A12"
10759,"ENSG00000071205.10","ARHGAP10"
8243,"ENSG00000071242.10","RPS6KA2"
5214,"ENSG00000071243.14","ING3"
6502,"ENSG00000071246.9","VASH1"
9955,"ENSG00000071282.10","LMCD1"
7944,"ENSG00000071462.10","WBSCR22"
9559,"ENSG00000071537.12","SEL1L"
3560,"ENSG00000071539.12","TRIP13"
4884,"ENSG00000071553.15","ATP6AP1"
6080,"ENSG00000071564.13","TCF3"
4588,"ENSG00000071575.10","TRIB2"
9201,"ENSG00000071626.15","DAZAP1"
7845,"ENSG00000071655.16","MBD3"
264,"ENSG00000071677.1","PRLH"
6024,"ENSG00000071794.14","HLTF"
2567,"ENSG00000071859.13","FAM50A"
5098,"ENSG00000071889.15","FAM3A"
6072,"ENSG00000071894.13","CPSF1"
8236,"ENSG00000071909.17","MYO3B"
5176,"ENSG00000071967.10","CYBRD1"
6864,"ENSG00000071991.7","CDH19"
6476,"ENSG00000071994.9","PDCD2"
8781,"ENSG00000072041.15","SLC6A15"
5518,"ENSG00000072042.11","RDH11"
6144,"ENSG00000072062.12","PRKACA"
8487,"ENSG00000072071.15","LPHN1"
1265,"ENSG00000072080.9","SPP2"
10626,"ENSG00000072110.12","ACTN1"
15706,"ENSG00000072121.14","ZFYVE26"
8502,"ENSG00000072133.9","RPS6KA6"
8517,"ENSG00000072134.14","EPN2"
5774,"ENSG00000072135.11","PTPN18"
8489,"ENSG00000072163.17","LIMS2"
5250,"ENSG00000072182.11","ASIC4"
17910,"ENSG00000072195.13","SPEG"
5725,"ENSG00000072201.12","LNX1"
6457,"ENSG00000072210.17","ALDH3A2"
7887,"ENSG00000072274.11","TFRC"
8030,"ENSG00000072310.15","SREBF1"
5839,"ENSG00000072315.3","TRPC5"
11297,"ENSG00000072364.11","AFF4"
3486,"ENSG00000072401.13","UBE2D1"
8743,"ENSG00000072415.7","MPP5"
4841,"ENSG00000072422.15","RHOBTB1"
10484,"ENSG00000072501.16","SMC1A"
1115,"ENSG00000072506.11","HSD17B10"
6154,"ENSG00000072518.19","MARK2"
3936,"ENSG00000072571.18","HMMR"
17127,"ENSG00000072609.16","CHFR"
11950,"ENSG00000072657.7","TRHDE"
8502,"ENSG00000072682.17","P4HA2"
6911,"ENSG00000072694.17","FCGR2B"
8806,"ENSG00000072736.17","NFATC3"
5518,"ENSG00000072756.15","TRNT1"
4865,"ENSG00000072778.18","ACADVL"
9083,"ENSG00000072786.11","STK10"
5577,"ENSG00000072803.16","FBXW11"
7421,"ENSG00000072818.10","ACAP1"
5823,"ENSG00000072832.13","CRMP1"
7148,"ENSG00000072840.11","EVC"
6386,"ENSG00000072849.9","DERL2"
8060,"ENSG00000072858.9","SIDT1"
8039,"ENSG00000072864.11","NDE1"
7700,"ENSG00000072952.17","MRVI1"
3005,"ENSG00000072954.5","TMEM38A"
14371,"ENSG00000072958.7","AP1M1"
3519,"ENSG00000073008.13","PVR"
3459,"ENSG00000073050.10","XRCC1"
7741,"ENSG00000073060.14","SCARB1"
2773,"ENSG00000073067.12","CYP2W1"
4902,"ENSG00000073111.12","MCM2"
6872,"ENSG00000073146.14","MOV10L1"
3102,"ENSG00000073150.12","PANX2"
2363,"ENSG00000073169.12","SELO"
7454,"ENSG00000073282.11","TP63"
12325,"ENSG00000073331.16","ALPK1"
7909,"ENSG00000073350.12","LLGL2"
7886,"ENSG00000073417.13","PDE8A"
6789,"ENSG00000073464.10","CLCN4"
5463,"ENSG00000073536.16","NLE1"
8383,"ENSG00000073578.15","SDHA"
11022,"ENSG00000073584.17","SMARCE1"
1388,"ENSG00000073598.5","FNDC8"
5905,"ENSG00000073605.17","GSDMB"
12106,"ENSG00000073614.10","KDM5A"
4770,"ENSG00000073670.12","ADAM11"
7837,"ENSG00000073711.9","PPP2R3A"
8510,"ENSG00000073712.12","FERMT2"
5151,"ENSG00000073734.8","ABCB11"
3750,"ENSG00000073737.15","DHRS9"
2456,"ENSG00000073754.5","CD5L"
5269,"ENSG00000073756.10","PTGS2"
4735,"ENSG00000073792.14","IGF2BP2"
12623,"ENSG00000073803.12","MAP3K13"
9151,"ENSG00000073849.13","ST6GAL1"
2614,"ENSG00000073861.2","TBX21"
18452,"ENSG00000073910.18","FRY"
5833,"ENSG00000073921.16","PICALM"
5005,"ENSG00000073969.17","NSF"
7406,"ENSG00000074047.19","GLI2"
11052,"ENSG00000074054.16","CLASP1"
1097,"ENSG00000074071.12","MRPS34"
9394,"ENSG00000074181.7","NOTCH3"
4592,"ENSG00000074201.7","CLNS1A"
9198,"ENSG00000074211.12","PPP2R2C"
2980,"ENSG00000074219.12","TEAD2"
7016,"ENSG00000074266.16","EED"
5348,"ENSG00000074276.9","CDHR2"
2006,"ENSG00000074317.9","SNCB"
3839,"ENSG00000074319.11","TSG101"
14718,"ENSG00000074356.15","C17orf85"
6893,"ENSG00000074370.16","ATP2A3"
7313,"ENSG00000074410.12","CA12"
10102,"ENSG00000074416.12","MGLL"
4166,"ENSG00000074527.10","NTN4"
3379,"ENSG00000074582.11","BCS1L"
7008,"ENSG00000074590.12","NUAK1"
10211,"ENSG00000074603.17","DPP8"
9084,"ENSG00000074621.12","SLC24A1"
11951,"ENSG00000074657.12","ZNF532"
4961,"ENSG00000074660.14","SCARF1"
6767,"ENSG00000074695.5","LMAN1"
7097,"ENSG00000074696.11","PTPLAD1"
8474,"ENSG00000074706.12","IPCEF1"
15878,"ENSG00000074755.13","ZZEF1"
2042,"ENSG00000074771.3","NOX3"
3958,"ENSG00000074800.12","ENO1"
12476,"ENSG00000074803.16","SLC12A1"
1678,"ENSG00000074842.6","MYDGF"
4979,"ENSG00000074855.9","ANO8"
6973,"ENSG00000074935.12","TUBE1"
7817,"ENSG00000074964.15","ARHGEF10L"
